electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,municipality_code,postcode,address,canton,commissioning_date,contract_period_end,company,tariff,project_name,production
0.00768,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5263,47.1105,Schalunen,3314,3314.0,,BE,2010-12-16,2035-12-31,Natural person,4846.820000000001,Natural person,7.881
0.104,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.4687,47.4341,Watt,8105,8105.0,Haldensteinstrasse 26-42,ZH,2010-12-16,2035-12-31,Beat Kämpfen,65300.79999999999,PV Beat Kämpfen - Wohnsiedlung Sunny Watt ,112.200675
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.0844,46.1734,Confignon,1232,1232.0,,GE,2010-12-16,2035-12-31,Juridical person,6393.55,Juridical person,10.396
0.5993,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,8.9533,47.4965,Wängi,9545,9545.0,Obere Au 4,TG,2010-12-17,2035-12-31,Sungate Wängi GmbH,260974.61999999997,PV Sungate Wängi GmbH Wängi - Werkhalle obere Au,547.1166
0.0085,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.7152,46.2301,Moghegno,6677,6677.0,,TI,2010-12-17,2035-12-31,Natural person,4369.589999999999,Natural person,7.105
0.09808,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.5296,46.8521,Chur,7001,7001.0,Industriestrasse 19 + 21,GR,2010-12-17,2035-12-31,Die Sonnenstrom AG,31618.53,PV Die Sonnenstrom AG Chur,81.1394
0.00636,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.3369,46.2489,Savièse,1965,1965.0,,VS,2010-12-17,2035-12-31,Natural person,5679.51,Natural person,9.235
0.1706,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.1247,47.262,Ebnat-Kappel,9642,9642.0,Kapplerstrasse 85,SG,2010-12-17,2035-12-31,Roth Bedachungen Fassaden AG,84095.96,PV Roth Bedachungen Fassaden AG Ebnat-Kappel - Werkhof,166.01687
0.0106,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.245,47.4328,Birrhard,5244,5244.0,,AG,2010-12-17,2035-12-31,Natural person,3175.3,Natural person,8.269
0.16705,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.1793,47.2107,Gunzwil,6222,6222.0,Sonneweid ,LU,2010-12-17,2035-12-31,Stephan & Irene Furrer-Unternährer,105453.12999999999,PV Stephan & Irene Furrer Sonneweid Gunzwil,171.87069
0.0287,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.2432,46.8523,Kriens,6010,6010.0,,LU,2010-12-17,2035-12-31,Juridical person,16563.190000000002,Juridical person,29.697
0.0085,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.7152,46.2301,Moghegno,6677,6677.0,,TI,2010-12-17,2035-12-31,Natural person,4426.15,Natural person,7.197
0.02988,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.0455,47.4615,Wil,9500,9500.0,,SG,2010-12-17,2035-12-31,Juridical person,17908.219999999998,Juridical person,33.070049999999995
0.00857,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4504,47.0218,Münchenbuchsee,3053,3053.0,,BE,2010-12-17,2035-12-31,Natural person,3361.51,Natural person,8.1
0.076,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.2591,46.2532,Gy,1251,1251.0,Chemin de Beaupré 51,GE,2010-12-18,2035-12-31,Helvetia Solar AG,49715.35999999999,PV Helvetia Solar AG Gy,94.78945
0.0055,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH024,6.95,47.05,Savagnier,2065,2065.0,,NE,2010-12-18,2035-12-31,Natural person,2199.98,Natural person,2.981
0.928,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH03,CH033,7.794,47.5544,Rheinfelden,4310,4310.0,Chleigrüttstrasse 1,AG,2010-12-19,2035-12-31,Axpo Power AG,858398.9500000001,KW Rheinfelden AG - Dotieranlage CH,6908.488893000001
0.0043,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,6.828,46.8192,Estavayer-le-Lac,1470,1470.0,,FR,2010-12-19,2035-12-31,Natural person,3113.7400000000002,Natural person,5.063
0.0466,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3059,47.4733,Baden,5400,5400.0,Nordhaus 1+3,AG,2010-12-19,2035-12-31,Regionalwerke AG Baden,30381.93,PV Regionalwerke AG Baden - Nordhaus 1+3 ,56.523375
0.0137,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.607,47.4056,Balgach,9436,9436.0,,SG,2010-12-20,2035-12-31,Natural person,6883.240000000001,Natural person,14.491
0.0122,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH031,7.5733,47.5584,Basel,4052,4052.0,,BS,2010-12-20,2035-12-31,Juridical person,8509.27,Juridical person,14.289403000000002
0.01331,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2936,47.5876,Bad Zurzach,5330,5330.0,,AG,2010-12-20,2035-12-31,Natural person,5752.379999999999,Natural person,13.599
0.014,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.5751,47.1698,Gerlafingen,4563,4563.0,,SO,2010-12-20,2035-12-31,Juridical person,10066.65,Juridical person,17.004471000000002
0.0235,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.3404,47.0794,Ebikon,6030,6030.0,,LU,2010-12-20,2035-12-31,Juridical person,12506.199999999999,Juridical person,22.192
0.02875,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.7184,46.9418,Buchen,7223,7223.0,,GR,2010-12-20,2035-12-31,Natural person,17760.399999999998,Natural person,31.60213
0.0066,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.7696,47.4491,Ramlinsburg,4433,4433.0,,BL,2010-12-20,2035-12-31,Natural person,3882.79,Natural person,6.996
0.0045,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.9435,46.0126,Lugano,6900,6900.0,,TI,2010-12-20,2035-12-31,Natural person,3563.66,Natural person,5.794582
0.014,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.6452,47.4118,Wangen,8602,8602.0,,ZH,2010-12-20,2035-12-31,Natural person,6127.8,Natural person,10.351
0.0071,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5394,46.7876,Seftigen,3662,3662.0,,BE,2010-12-20,2035-12-31,Natural person,2937.55,Natural person,5.39
0.0018,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,8.7496,47.6891,Diessenhofen,8253,8253.0,,TG,2010-12-20,2035-12-31,Natural person,1233.69,Natural person,2.006
0.0055,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.8718,47.5414,Zeiningen,4314,4314.0,,AG,2010-12-20,2035-12-31,Natural person,3356.6800000000003,Natural person,5.458
0.00665,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3277,47.503,Freienwil,5423,5423.0,,AG,2010-12-20,2035-12-31,Natural person,2920.26,Natural person,3.957
0.0073,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.7345,47.4846,Liestal,4410,4410.0,,BL,2010-12-20,2035-12-31,Natural person,4626.03,Natural person,7.522
0.0039,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.9717,45.9012,Riva san Vitale,6826,6826.0,,TI,2010-12-20,2035-12-31,Natural person,2474.1499999999996,Natural person,4.023
0.1606,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7453,47.0275,Sumiswald,3454,3454.0,Löhli 645B,BE,2010-12-20,2035-12-31,Franz & Beatrice Held,102959.25000000001,PV Beatrice & Franz Held - Hauptanlage Löhli - Sumiswald,208.6509
0.0064,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4983,46.8913,Belp,3123,3123.0,,BE,2010-12-20,2035-12-31,Natural person,3773.6400000000003,Natural person,6.136
0.0566,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6946,47.2661,Niederbipp,4704,4704.0,Brunnenhof 1b,BE,2010-12-20,2035-12-31,Hansruedi Born,31732.01,PV Hansruedi Born Niederbipp - 1E,59.201505000000004
0.0076,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,10.4462,46.6268,Müstair,7537,7537.0,,GR,2010-12-20,2035-12-31,Juridical person,6439.13,Juridical person,8.779675
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2585,47.5709,Döttingen,5312,5312.0,,AG,2010-12-20,2035-12-31,Natural person,5871.399999999999,Natural person,9.547
0.0025,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.8242,47.3633,Hittnau,8335,8335.0,,ZH,2010-12-20,2035-12-31,Natural person,2081.1600000000003,Natural person,2.82
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.0844,46.1734,Confignon,1232,1232.0,,GE,2010-12-20,2035-12-31,Juridical person,6142.009999999999,Juridical person,9.987
0.037,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH01,CH012,7.4498,46.283,Lens,1978,1978.0,,VS,2010-12-20,2035-12-31,Commune de Lens ,27162.800000000007,Turbinage de leau potable au réservoir du golf Lens,85.945825
0.00382,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1636,47.4147,Möriken,5103,5103.0,,AG,2010-12-20,2035-12-31,Natural person,2297.03,Natural person,3.735
0.0148,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.5001,47.1614,Lüterkofen,4571,4571.0,,SO,2010-12-20,2035-12-31,Natural person,1269.66,Natural person,22.05
0.006,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,7.794,47.5544,Rheinfelden,4310,4310.0,,AG,2010-12-20,2035-12-31,Juridical person,2490.94,Juridical person,4.081
0.0176,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,10.4462,46.6268,Müstair,7537,7537.0,,GR,2010-12-20,2035-12-31,Juridical person,9030.8,Juridical person,15.688965
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,7.8847,47.1812,Altbüron,6147,6147.0,,LU,2010-12-20,2035-12-31,Juridical person,6982.099999999999,Juridical person,11.353
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1864,46.1984,Genf,1224,1224.0,,GE,2010-12-20,2035-12-31,Juridical person,7205.150000000001,Juridical person,11.802
0.0088,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3385,47.2743,Muri,5630,5630.0,,AG,2010-12-20,2035-12-31,Natural person,6689.96,Natural person,9.065
0.0486,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.6464,46.9796,Grüsch,7214,7214.0,Landstrass 457A,GR,2010-12-20,2035-12-31,Klas Niggli,25379.790000000005,PV Klas Niggli Grüsch,46.999598000000006
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1864,46.1984,Chêne-Bougeries,1224,1224.0,,GE,2010-12-20,2035-12-31,Juridical person,7128.820000000001,Juridical person,11.677
0.0166,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.8237,46.1356,Piazzogna,6579,6579.0,,TI,2010-12-20,2035-12-31,Natural person,5100.639999999999,Natural person,8.764
0.1352,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0364,47.2919,Staffelbach,5053,5053.0,Birkenweg 315,AG,2010-12-20,2035-12-31,Hauri AG,48961.579999999994,PV Hauri AG Staffelbach,148.128525
0.0298,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.6464,46.9796,Grüsch,7214,7214.0,,GR,2010-12-20,2035-12-31,Natural person,19790.719999999998,Natural person,35.27757
0.01666,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7431,47.2141,Thunstetten,4922,4922.0,,BE,2010-12-20,2035-12-31,Natural person,5937.3099999999995,Natural person,14.588
0.452,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.6451,47.5227,Muttenz,4132,4132.0,"Rothausstrasse 61, Auhafenstrasse",BL,2010-12-20,2035-12-31,ADEV Solarstrom AG,269059.79,PV ADEV Solarstrom AG Muttenz - Clariant,484.344
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1864,46.1984,Chêne-Bougeries,1224,1224.0,,GE,2010-12-20,2035-12-31,Juridical person,7139.24,Juridical person,11.694
0.0299,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.6872,46.9697,Schiers,7220,7220.0,,GR,2010-12-20,2035-12-31,Natural person,21148.84,Natural person,37.765769999999996
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1864,46.1984,Chêne-Bougeries,1224,1224.0,,GE,2010-12-20,2035-12-31,Juridical person,6885.9,Juridical person,11.279
0.0099,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1864,46.1984,Chêne-Bougeries,1224,1224.0,,GE,2010-12-20,2035-12-31,Juridical person,7131.320000000001,Juridical person,11.681
0.003,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.7036,46.5179,La Croix (Lutry),1090,1090.0,,VD,2010-12-21,2035-12-31,Natural person,2014.74,Natural person,3.276
0.006,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,9.0223,46.1904,Claro,6702,6702.0,,TI,2010-12-21,2035-12-31,Natural person,2849.9,Natural person,4.634
0.0874,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.6704,47.1774,Aeschi,4556,4556.0,Hasenacker 13,SO,2010-12-21,2035-12-31,Reto Flury,43450.56000000001,PV Reto Flury Aeschi,83.3025
0.588,Renewable energy,Hydro,,Other or unspecified technology,BFE,CH0,CH01,CH012,7.3854,46.2781,Arbaz,1974,1974.0,Route de Village 14,VS,2010-12-21,2035-12-31,Comba Energies SA,475116.04,PCH STEP Arbaz,2382.8172000000004
0.0063,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5099,46.8077,Mühlethurnen,3127,3127.0,,BE,2010-12-21,2035-12-31,Natural person,5059.7300000000005,Natural person,6.856
0.0097,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.5362,46.3021,Veyras,3968,3968.0,,VS,2010-12-21,2035-12-31,Juridical person,5750.240000000001,Juridical person,13.856
0.0028,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.4508,46.8348,Domat/Ems,7013,7013.0,,GR,2010-12-21,2035-12-31,Natural person,2130.9700000000003,Natural person,3.465
0.04827,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.6097,47.5185,Münchenstein,4142,4142.0,Weidenstrasse 13,BL,2010-12-21,2035-12-31,Birseck Solar AG,19090.97,PV Birseck Solar AG Münchenstein - MZG 13,50.03975
0.003,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH012,7.9019,46.25899999999999,Visperterminen,3932,3932.0,,VS,2010-12-21,2035-12-31,Natural person,1601.4600000000003,Natural person,2.17
0.02498,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.6097,47.5185,Münchenstein,4142,4142.0,,BL,2010-12-21,2035-12-31,Juridical person,14848.51,Juridical person,26.444008999999998
0.0063,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5099,46.8077,Mühlethurnen,3127,3127.0,,BE,2010-12-21,2035-12-31,Natural person,5300.320000000001,Natural person,7.182
0.0079,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.3164,47.4705,Wettingen,5430,5430.0,,AG,2010-12-21,2035-12-31,Natural person,6963.030000000001,Natural person,9.435
0.0037,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6774,46.5128,La Conversion,1093,1093.0,,VD,2010-12-21,2035-12-31,Natural person,2390.5099999999998,Natural person,3.887
0.0072,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.0198,46.1741,Cartigny,1236,1236.0,,GE,2010-12-21,2035-12-31,Natural person,5547.549999999999,Natural person,7.517
0.04026,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH057,9.0456,47.5839,Müllheim,8554,8554.0,Grüneckstrasse 2,TG,2010-12-21,2035-12-31,EKT AG,21926.040000000005,PV EKT AG Müllheim - UW Hasli,40.41583
0.00768,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.75,47.2833,Grüningen,8627,8627.0,,ZH,2010-12-21,2035-12-31,Juridical person,4955.049999999999,Juridical person,8.057
0.0411,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.8761,46.8827,Klosters,7250,7250.0,Monbielerstrasse 32,GR,2010-12-21,2035-12-31,Beni Fehr,26774.600000000002,PV Beni Fehr Klosters,49.037713000000004
0.0362,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH022,7.2773,46.874,Wünnewil,3184,3184.0,Dietisberg 22,FR,2010-12-21,2035-12-31,Dionys & Ursula Schöpfer-Jungo,26397.85,PV Dionys & Ursula Schöpfer-Jungo Wünnewil,41.70275
0.00564,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2733,47.419,Mellingen,5507,5507.0,,AG,2010-12-21,2035-12-31,Natural person,2081.78,Natural person,3.385
0.0296,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.8761,46.8827,Klosters,7250,7250.0,,GR,2010-12-21,2035-12-31,Natural person,17943.370000000003,Natural person,33.167021
0.0067,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6379,47.1254,Alchenstorf,3473,3473.0,,BE,2010-12-21,2035-12-31,Natural person,4605.93,Natural person,7.543772
0.0111,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.6097,47.5185,Münchenstein,4142,4142.0,,BL,2010-12-21,2035-12-31,Juridical person,6940.790000000001,Juridical person,11.519801000000001
0.0103,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.0364,47.2919,Wittwil,5053,5053.0,,AG,2010-12-21,2035-12-31,Natural person,6276.95,Natural person,10.256469000000001
0.0198,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,5.9715,46.15,Chancy,1284,1284.0,,GE,2010-12-21,2035-12-31,Juridical person,14120.660000000002,Juridical person,20.981650000000002
0.00516,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2936,47.5876,Bad Zurzach,5330,5330.0,,AG,2010-12-21,2035-12-31,Natural person,2007.3500000000001,Natural person,3.264
0.0032,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6865,46.5024,Lutry,1095,1095.0,,VD,2010-12-21,2035-12-31,Natural person,2253.37,Natural person,3.664
0.2634,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2555,47.5021,Untersiggenthal,5417,5417.0,Steinenbühlstrasse 52,AG,2010-12-21,2035-12-31,Roman Bieri,119907.35999999997,PV Roman Bieri Untersiggenthal,280.1574
0.003,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.1915,47.1358,Sempach,6204,6204.0,,LU,2010-12-21,2035-12-31,Natural person,1894.1899999999998,Natural person,3.08
0.0105,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.2246,46.26300000000001,Corsier,1246,1246.0,,GE,2010-12-21,2035-12-31,Natural person,4151.5199999999995,Natural person,8.928
0.0106,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH055,9.1854,47.4749,Niederhelfenschwil,9527,9527.0,,SG,2010-12-21,2035-12-31,Natural person,5244.25,Natural person,10.183
0.0059,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH05,CH056,9.9846,46.6125,S-chanf,7525,7525.0,,GR,2010-12-21,2035-12-31,Natural person,4036.4700000000003,Natural person,6.56338
0.0092,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1761,47.5879,Leibstadt,5325,5325.0,,AG,2010-12-22,2035-12-31,Natural person,5176.59,Natural person,9.694
0.002,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.199,46.1881,Thônex,1226,1226.0,,GE,2010-12-22,2035-12-31,Natural person,1156.45,Natural person,1.567
0.00188,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1867,47.494,Riniken,5223,5223.0,,AG,2010-12-22,2035-12-31,Natural person,1030.13,Natural person,1.675
0.003,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.6325,46.7781,Steffisburg,3613,3613.0,,BE,2010-12-22,2035-12-31,Natural person,2181.3999999999996,Natural person,3.547
0.0024,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7203,47.3096,Mönchaltorf,8617,8617.0,,ZH,2010-12-22,2035-12-31,Natural person,1825.82,Natural person,2.474
0.0062,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH032,7.7053,47.4292,Ziefen,4417,4417.0,,BL,2010-12-22,2035-12-31,Natural person,4598.9800000000005,Natural person,7.478
0.0522,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH031,7.5733,47.5584,Basel,4054,4054.0,"Oberwilerstrasse 159, Dächer 153-159",BS,2010-12-22,2035-12-31,Alteno Solar AG,30852.460000000006,PV Alteno Solar AG Basel - Oberwilerstrasse,57.830400000000004
0.0029,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.199,46.1881,Thônex,1226,1226.0,,GE,2010-12-22,2035-12-31,Juridical person,1375.14,Juridical person,2.236
0.0213,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.0754,46.1765,Bernex,1233,1233.0,,GE,2010-12-22,2035-12-31,Juridical person,13378.300000000001,Juridical person,23.616
0.0045,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH031,7.5733,47.5584,Basel,4056,4056.0,,BS,2010-12-22,2035-12-31,Natural person,2525.16,Natural person,3.421641
0.0202,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.0754,46.1765,Bernex,1233,1233.0,,GE,2010-12-22,2035-12-31,Juridical person,12826.24,Juridical person,22.521
0.0499,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1409,47.4465,Schinznach-Dorf,5107,5107.0,Nebenbachweg 8,AG,2010-12-22,2035-12-31,Immo Treier AG,26577.470000000005,PV Immo Treier AG Schinznach-Dorf - Lagerhalle,49.717089
0.0488,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.4474,46.9481,Bern,3013,3013.0,Viktoriastrasse 73,BE,2010-12-22,2035-12-31,Peter Gfeller,29675.829999999998,PV Viktoria Annexbau Peter Gfeller Bern,54.955225
0.0202,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.2395,47.4814,Gebenstorf,5412,5412.0,,AG,2010-12-22,2035-12-31,Juridical person,13564.640000000003,Juridical person,23.817775
0.00486,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH07,CH070,8.8666,46.1826,Gordola,6596,6596.0,,TI,2010-12-22,2035-12-31,Natural person,3220.1299999999997,Natural person,5.236
0.0044,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH06,CH061,8.0156,46.8839,Flühli,6173,6173.0,,LU,2010-12-22,2035-12-31,Natural person,2772.1999999999994,Natural person,3.7563799999999996
0.31938,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH023,7.4645,47.1257,Aetigkofen,4583,4583.0,Chriebenweg ,SO,2010-12-22,2035-12-31,SunMove AG,129619.04000000001,PV SunMove AG Aetigkofen,309.9672
0.007,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH03,CH033,8.1024,47.3593,Gränichen,5722,5722.0,,AG,2010-12-22,2035-12-31,Natural person,4309.92,Natural person,7.008
0.036,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH04,CH040,8.7906,47.6392,Unterstammheim,8476,8476.0,Hopfengut,ZH,2010-12-22,2035-12-31,Stefan Ulrich,22816.690000000006,PV Stefan Ulrich Unterstammheim,41.334625
0.0583,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH013,6.1209,46.2319,Le Grand-Saconnex,1218,1218.0,Route de l'Aéroport 15,GE,2010-12-22,2035-12-31,Aéroport International de Genève,26379.6,PV Aéroport International de Genève Le Grand-Saconnex - Satellite 10,49.73375
0.00648,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.7438,46.9745,Zollbrück,3436,3436.0,,BE,2010-12-22,2035-12-31,Natural person,4076.8500000000004,Natural person,6.629
0.03525,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH01,CH011,6.6328,46.51600000000001,Lausanne,1005,1005.0,Rue du Vallon 35,VD,2010-12-22,2035-12-31,Tridel SA,20806.41,PV Tridel SA Lausanne,37.935375
0.0033,Renewable energy,Solar,,Photovoltaics,BFE,CH0,CH02,CH021,7.5725,46.7739,Uetendorf,3661,3661.0,,BE,2010-12-22,2035-12-31,Natural person,2238.6,Natural person,3.64
